T=2.26900e+00  B=0.00000e+00  Ns=40000  E_exact=-1.41511e+00  M_exact=3.76889e-01
     E           M        
-1.41400e+00  4.72950e-01
-1.41540e+00  4.67350e-01
-1.42760e+00  4.67350e-01
-1.41980e+00  4.68450e-01
-1.39990e+00  4.67250e-01
-1.42660e+00  4.59850e-01
-1.39460e+00  4.61200e-01
-1.41500e+00  4.59150e-01
-1.42750e+00  4.64600e-01
-1.42540e+00  4.75650e-01
-1.40930e+00  4.62700e-01
-1.41500e+00  4.71150e-01
-1.40720e+00  4.51850e-01
-1.40540e+00  4.78300e-01
-1.42050e+00  4.80900e-01
-1.42300e+00  4.91550e-01
-1.39400e+00  4.43150e-01
-1.40890e+00  4.99300e-01
-1.42130e+00  4.79850e-01
-1.42740e+00  5.12750e-01
-1.40860e+00  4.77950e-01
-1.40380e+00  4.64250e-01
-1.41890e+00  4.68350e-01
-1.38560e+00  4.59400e-01
-1.40490e+00  4.81650e-01
-1.40770e+00  4.76450e-01
-1.41960e+00  4.87350e-01
-1.39470e+00  4.89400e-01
-1.40660e+00  4.87750e-01
-1.42770e+00  4.96650e-01
-1.41950e+00  4.94050e-01
-1.41380e+00  4.57450e-01
-1.41810e+00  4.79250e-01
-1.41380e+00  4.68900e-01
-1.41680e+00  4.84450e-01
-1.38260e+00  4.96650e-01
-1.39570e+00  5.00900e-01
-1.41560e+00  5.04800e-01
-1.40090e+00  5.09250e-01
-1.42260e+00  5.16550e-01
-1.43610e+00  5.22600e-01
-1.42580e+00  4.96750e-01
-1.40510e+00  5.17450e-01
-1.42690e+00  5.32650e-01
-1.41470e+00  5.31450e-01
-1.43180e+00  5.14600e-01
-1.44730e+00  5.53850e-01
-1.43040e+00  5.40500e-01
-1.42340e+00  5.46100e-01
-1.41020e+00  5.40350e-01
-1.44510e+00  5.81900e-01
-1.40590e+00  5.59250e-01
-1.42130e+00  5.69700e-01
-1.40940e+00  5.58050e-01
-1.40480e+00  5.07250e-01
-1.39860e+00  4.83500e-01
-1.42050e+00  4.94100e-01
-1.37720e+00  4.64150e-01
-1.39730e+00  4.88200e-01
-1.41330e+00  5.69800e-01
-1.42750e+00  5.67250e-01
-1.41010e+00  5.79000e-01
-1.41780e+00  5.57150e-01
-1.41300e+00  5.22250e-01
-1.38450e+00  4.72950e-01
-1.38870e+00  4.67950e-01
-1.37940e+00  4.55250e-01
-1.39300e+00  4.51900e-01
-1.38310e+00  4.75050e-01
-1.40400e+00  5.10450e-01
-1.42130e+00  5.10600e-01
-1.38080e+00  5.03550e-01
-1.37830e+00  4.85900e-01
-1.41410e+00  5.03300e-01
-1.40850e+00  5.24950e-01
-1.41600e+00  5.56650e-01
-1.42440e+00  5.36750e-01
-1.39840e+00  5.33900e-01
-1.40050e+00  5.31550e-01
-1.41880e+00  5.04150e-01
-1.42030e+00  5.16000e-01
-1.41470e+00  5.13700e-01
-1.41460e+00  5.12800e-01
-1.41650e+00  5.30150e-01
-1.41500e+00  5.52850e-01
-1.40160e+00  5.29250e-01
-1.42760e+00  5.55250e-01
-1.42170e+00  5.54150e-01
-1.39630e+00  5.40300e-01
-1.40090e+00  5.38150e-01
-1.40380e+00  5.57850e-01
-1.43400e+00  5.83150e-01
-1.43110e+00  5.83750e-01
-1.43330e+00  5.74300e-01
-1.41050e+00  5.59600e-01
-1.39760e+00  5.49450e-01
-1.42270e+00  5.91650e-01
-1.42590e+00  5.72800e-01
-1.40750e+00  5.92300e-01
-1.42480e+00  6.14150e-01
-1.41080e+00  6.04150e-01
-1.42550e+00  5.50600e-01
-1.42830e+00  5.69300e-01
-1.42050e+00  5.90400e-01
-1.40560e+00  5.66250e-01
-1.40240e+00  5.40250e-01
